944	-552308.0	S
945	-552398.0	S
946	-552336.0	S
947	-552572.0	S
948	-552380.0	S
949	-552570.0	S
950	-552346.0	S
951	-552538.0	S
952	-552336.0	S
953	-552604.0	S
954	-552488.0	S
955	-552416.0	S
956	-552480.0	S
957	-552392.0	S
958	-552308.0	S
959	-552442.0	S
960	-552436.0	S
961	-552476.0	S
962	-552538.0	S
963	-552528.0	S
964	-552554.0	S
965	-552510.0	S
966	-552402.0	S
967	-552488.0	S
968	-552554.0	S
969	-552438.0	S
970	-552384.0	S
971	-552562.0	S
972	-552490.0	S
973	-552426.0	S
974	-552508.0	S
975	-552466.0	S
976	-552286.0	S
977	-552416.0	S
978	-552462.0	S
979	-552422.0	S
980	-552472.0	S
981	-552494.0	S
982	-552352.0	S
983	-552436.0	S
984	-552440.0	S
985	-552390.0	S
986	-552532.0	S
987	-552368.0	S
988	-552392.0	S
989	-552412.0	S
990	-552416.0	S
991	-552398.0	S
992	-552530.0	S
993	-552512.0	S
994	-552458.0	S
995	-552472.0	S
996	-552316.0	S
997	-552498.0	S
998	-552454.0	S
999	-552446.0	S
1000	-552438.0	S
1001	-552452.0	S
1002	-552354.0	S
1003	-552456.0	S
1004	-552232.0	S
1005	-552268.0	S
1006	-552360.0	S
1007	-552438.0	S
1008	-552320.0	S
1009	-552476.0	S
1010	-552452.0	S
1011	-552522.0	S
1012	-552500.0	S
1013	-552484.0	S
1014	-552538.0	S
1015	-552366.0	S
1016	-552418.0	S
1017	-552486.0	S
1018	-552480.0	S
1019	-552426.0	S
1020	-552570.0	S
1021	-552390.0	S
1022	-552428.0	S
1023	-552360.0	S
1024	-552486.0	S
1025	-552424.0	S
1026	-552452.0	S
1027	-552428.0	S
1028	-552330.0	S
1029	-552426.0	S
1030	-552474.0	S
1031	-552536.0	S
1032	-552384.0	S
1033	-552470.0	S
1034	-552536.0	S
1035	-552462.0	S
1036	-552554.0	S
1037	-552574.0	S
1038	-552432.0	S
1039	-552476.0	S
1040	-552514.0	S
